Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
50297661091,Stones Corner Community Kindergarten Inc  ,,GREENSLOPES,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE TOILET AND KITCHEN FACILITIES,No,Brisbane City,,,,17737,17737,,http://www.olgr.grants.qld.gov.au/
61028995366,The Young Men's Christian Association Of Brisbane,,FORTITUDE VALLEY,Grovely YMCA Outside School Hours Care  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL AIRCONDITIONING,No,Brisbane City,,,,5268,5268,,http://www.olgr.grants.qld.gov.au/
59150737849,The Creche And Kindergarten Association Limited,,NEWMARKET,C&K Gumdale Community Kindergarten  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE RESOURCES,No,Brisbane City,,,,3247,3247,,http://www.olgr.grants.qld.gov.au/
81746614438,All Stars Baseball Club Inc  ,,HENDRA,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE RIDE ON MOWER,No,Brisbane City,,,,6115,6115,,http://www.olgr.grants.qld.gov.au/
26529750413,Holland Park Kindergarten Assoc Inc  ,,HOLLAND PARK,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Paint Classroom Upgrade Termite Barrier,No,Brisbane City,,,,17500,17500,,http://www.olgr.grants.qld.gov.au/
59150737849,The Creche And Kindergarten Association Limited,,NEWMARKET,Yelangi Preschool and Kindergarten  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,CONSTRUCT SHED AND SHADE STRUCTURE,No,Brisbane City,,,,24321,24321,,http://www.olgr.grants.qld.gov.au/
64406421916,Jamboree Community Kindergarten Inc  ,,JAMBOREE HEIGHTS,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE PLAYGROUND,No,Brisbane City,,,,4624,4624,,http://www.olgr.grants.qld.gov.au/
26322544361,Kedron District Junior Football Club Incorporated,,KEDRON,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE LIGHTING TO MAIN OVAL,No,Brisbane City,,,,9144,9144,,http://www.olgr.grants.qld.gov.au/
32970542266,Kenmore State High School  ,,KENMORE,Kenmore State High School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE MUSICAL EQUIPMENT,No,Brisbane City,,,,31221,31221,,http://www.olgr.grants.qld.gov.au/
64005081523,Australian Breastfeeding Association  ,,COOPAROO,Ipswich Group -Australian Breastfeeding Association,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE EQUIPMENT,No,Brisbane City,,,,9597,9597,,http://www.olgr.grants.qld.gov.au/
38129487530,Bulimba Oztag Sports Association Inc  ,,LOTA,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,CONDUCT CLINICS AND TOURNAMENT DEC 2012,No,Brisbane City,,,,1740,1740,,http://www.olgr.grants.qld.gov.au/
41786778811,Manly Dragon Boat Club Incorporated  ,,MANLY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE TRAILER AND AV EQUIPMENT,No,Brisbane City,,,,25149,25149,,http://www.olgr.grants.qld.gov.au/
68943544032,The Sail Training Association Of Queensland Inc,,MANLY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE LIFEJACKETS,No,Brisbane City,,,,3050,3050,,http://www.olgr.grants.qld.gov.au/
14484819022,Wynnum Manly Arts Council Inc  ,,MANLY WEST,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Purchase Audio Visual Equipment,No,Brisbane City,,,,3360,3360,,http://www.olgr.grants.qld.gov.au/
30051602996,Lutheran Church Of Australia Queensland District,,MILTON,Centenary Christian Kindergarten and Pre-school,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE VARIOUS SHADE STRUCTURES,No,Brisbane City,,,,30618,30618,,http://www.olgr.grants.qld.gov.au/
23191350241,Mitchelton Pre-Schooling Centre Inc  ,,MITCHELTON,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE LAPTOPS IPADS AND SOFTWARE,No,Brisbane City,,,,8324,8324,,http://www.olgr.grants.qld.gov.au/
27010425742,Moorooka Sports And Community Club  ,,MOOROOKA,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,REPLACE CARPET AND PURCHASE EQUIPMENT,No,Brisbane City,,,,31680,31680,,http://www.olgr.grants.qld.gov.au/
58009666193,Queensland Police-Citizens Youth Welfare Association,,TINGALPA,Mt Gravatt Branch ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,TOWARDS PURCHASE 22 SEATER BUS,No,Brisbane City,,,,11258,11258,,http://www.olgr.grants.qld.gov.au/
28050738728,Special Olympics Australia  ,,,Gladstone,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,DEVELOP GLADSTONE SPORTS LINK PROGRAM,No,Brisbane City,,,,24814,24814,,http://www.olgr.grants.qld.gov.au/
28050738728,Special Olympics Australia  ,,,Sunshine Coast Region ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,DEVELOP SUNSHINE COAST SPORTS PROGRAM,No,Brisbane City,,,,19090,19090,,http://www.olgr.grants.qld.gov.au/
28050738728,Special Olympics Australia  ,,,Bundaberg Region,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,DEVELOP BUNDABERG SPORTS LINK PROGRAM,No,Brisbane City,,,,9939,9939,,http://www.olgr.grants.qld.gov.au/
28050738728,Special Olympics Australia  ,,,Brisbane East Region ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,DEVELOP BRISBANE EAST SPORTS PROGRAM,No,Brisbane City,,,,20100,20100,,http://www.olgr.grants.qld.gov.au/
43336198526,Arafmi Queensland Inc.  ,,NEW FARM,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE PHOTOCOPIER AND COMPUTERS,No,Brisbane City,,,,27554,27554,,http://www.olgr.grants.qld.gov.au/
91345516361,Older Women's Network (Queensland) Inc,,NEW FARM,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE IT EQUIPMENT,No,Brisbane City,,,,23114,23114,,http://www.olgr.grants.qld.gov.au/
58072422925,Ozcare  ,,KANGAROO POINT,Palm Lodge,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE LOW LEVEL BEDS AND MATTRESSES,No,Brisbane City,,,,31741,31741,,http://www.olgr.grants.qld.gov.au/
57035448677,Caxton Legal Centre Inc  ,,NEW FARM,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE EQUIPMENT & UPGRADE FACILITY,No,Brisbane City,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
60798200717,Foundation For Contemporary Music & Culture,,NEWMARKET,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE MUSICAL INSTRUMENTS,No,Brisbane City,,,,20636,20636,,http://www.olgr.grants.qld.gov.au/
20316018876,The Lodge Youth Support Service Inc  ,,NORTHGATE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE VEHICLE,No,Brisbane City,,,,7442,7442,,http://www.olgr.grants.qld.gov.au/
58681141641,Toombul District Cricket Club Inc  ,,NUNDAH,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE PRACTICE NET LIGHTING,No,Brisbane City,,,,9399,9399,,http://www.olgr.grants.qld.gov.au/
30851276480,Pony Riding For The Disabled Association  ,,PINJARRA HILLS,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL MOUNTING PLATFORM LIFT,No,Brisbane City,,,,27877,27877,,http://www.olgr.grants.qld.gov.au/
60553801938,Centenary Canoeing And Kayaking Club Inc,,RIVERHILLS,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE TRAILER AND PORTABLE GOALS,No,Brisbane City,,,,11955,11955,,http://www.olgr.grants.qld.gov.au/
51508652390,Kuraby State School  ,,RUNCORN,Kuraby State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,RESOURCES FOR EARLY READING PROGRAM,No,Brisbane City,,,,20718,20718,,http://www.olgr.grants.qld.gov.au/
92310237922,Icon Creative Incorporated  ,,RUNCORN,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE EQUIPMENT FOR YOUTH PROGRAMS,No,Brisbane City,,,,15577,15577,,http://www.olgr.grants.qld.gov.au/
48554925975,Beyond Zero Emissions Inc  ,,FITZROY,Beyond Zero Emissions Qld  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE EQUIPMENT,No,Brisbane City,,,,3182,3182,,http://www.olgr.grants.qld.gov.au/
12718565330,Volunteer Marine Rescue Brisbane Inc  ,,SHORNCLIFFE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Purchase 2 Outboard Motor Engines,No,Brisbane City,,,,3192,3192,,http://www.olgr.grants.qld.gov.au/
98134418744,Enhanced Care Assoc Inc  ,,SINNAMON PARK,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE WHEELCHAIR ADAPTED VEHICLE,No,Brisbane City,,,,14071,14071,,http://www.olgr.grants.qld.gov.au/
60845514200,Ethnic Schools Association Of Qld Inc  ,,SOUTH BRISBANE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,Conduct Bridging Gaps Research Project,No,Brisbane City,,,,52650,52650,,http://www.olgr.grants.qld.gov.au/
14211506904,St Vincent De Paul Society Queensland  ,,SOUTH BRISBANE,St Francis of Assist Conference West End,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE HYDRAULIC HOIST,No,Brisbane City,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
65174780885,Deaf Australia Incorporated  ,,STAFFORD,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,DEVELOP WEBSITE AND REPLACE EQUIPMENT,No,Brisbane City,,,,22990,22990,,http://www.olgr.grants.qld.gov.au/
59150737849,The Creche And Kindergarten Association Limited,,NEWMARKET,Stretton Community Kindergarten ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE RESOURCES AND WEATHER BLINDS,No,Brisbane City,,,,50600,50600,,http://www.olgr.grants.qld.gov.au/
82012109865,Souths Sunnybank Rugby League Football Club Inc,,SUNNYBANK,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,TOWARDS UPGRADE FIELD LIGHTING,No,Brisbane City,,,,6646,6646,,http://www.olgr.grants.qld.gov.au/
2765396447,Self Help Queensland Inc  ,,SUNNYBANK,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,ESTABLISH ONLINE SELF HELP DIRECTORY,No,Brisbane City,,,,31139,31139,,http://www.olgr.grants.qld.gov.au/
67019153391,The Scout Association Of Australia Queensland Branch Inc,,AUCHENFLOWER,Taringa Milton Toowong Scouts ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE BUILDING,No,Brisbane City,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
84371060970,Hilder Road State School  ,,THE GAP,Hilder Road State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE PLAYGROUND,No,Brisbane City,,,,15524,15524,,http://www.olgr.grants.qld.gov.au/
49991006857,The Corporation Of The Trustees Of The Roman Catholic Archdiocese Of Brisbane,,BRISBANE CITY,St Peter Chanel School Parents and Friends Association - The Gap,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL SHADE OVER PLAYGROUND,No,Brisbane City,,,,11712,11712,,http://www.olgr.grants.qld.gov.au/
67019153391,The Scout Association Of Australia Queensland Branch Inc,,AUCHENFLOWER,Wilston Scout Group,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE BUILDING,No,Brisbane City,,,,20000,20000,,http://www.olgr.grants.qld.gov.au/
95305596533,Brisbane Sinfonia Association Inc  ,,TOOWONG,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE CONTRABASSOON,No,Brisbane City,,,,29091,29091,,http://www.olgr.grants.qld.gov.au/
61653609225,Upper Mt Gravatt Kindergarten Assn Inc  ,,UPPER MOUNT GRAVATT,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL NEW CARPET,No,Brisbane City,,,,15481,15481,,http://www.olgr.grants.qld.gov.au/
40153205764,Asperger Services Australia Ltd  ,,VIRGINIA,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE EQUIPMENT FOR NEW FACILITY,No,Brisbane City,,,,5214,5214,,http://www.olgr.grants.qld.gov.au/
61028995366,The Young Men's Christian Association Of Brisbane,,FORTITUDE VALLEY,Virginia YMCA Outside School Hours Care  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,TOWARDS PURCHASE FURNITURE AND EQUIPMENT,No,Brisbane City,,,,10720,10720,,http://www.olgr.grants.qld.gov.au/
77910244653,Wavell State High School  ,,WAVELL HEIGHTS,Wavell State High School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE MUSICAL INSTRUMENTS,No,Brisbane City,,,,38816,38816,,http://www.olgr.grants.qld.gov.au/
70421840423,West Chermside C And K Pre-Prep Inc  ,,CHERMSIDE WEST,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE FACILITY,No,Brisbane City,,,,9900,9900,,http://www.olgr.grants.qld.gov.au/
36073956496,Link-Up (Qld) Aboriginal Corp  ,,WEST END,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE PA SYSTEM AND GENERATOR,No,Brisbane City,,,,31432,31432,,http://www.olgr.grants.qld.gov.au/
52487639321,Downey Park Netball Association Inc  ,,WINDSOR,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,TOWARDS CONSTRUCT NETBALL COURTS,No,Brisbane City,,,,8520,8520,,http://www.olgr.grants.qld.gov.au/
65143213231,Youth Emergency Services Inc  ,,WINDSOR,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE VEHICLE,No,Brisbane City,,,,18300,18300,,http://www.olgr.grants.qld.gov.au/
49991006857,The Corporation Of The Trustees Of The Roman Catholic Archdiocese Of Brisbane,,BRISBANE CITY,Wishart Parents and Friends Association St Catherine's  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Install Softball Surface,No,Brisbane City,,,,6640,6640,,http://www.olgr.grants.qld.gov.au/
42025269961,Epilepsy Queensland Inc  ,,WOOLLOONGABBA,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE OFFICE EQUIPMENT,No,Brisbane City,,,,3600,3600,,http://www.olgr.grants.qld.gov.au/
80180917496,Playgroup Association Of Qld Inc  ,,ENOGGERA,Kalinga Wooloowin Playgroup  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE TOYS AND FIRST AID KIT,No,Brisbane City,,,,3910,3910,,http://www.olgr.grants.qld.gov.au/
77661913967,Ketsushin-Kai Karate Incorporated  ,,WOOLOOWIN,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE TRAINING EQUIPMENT,No,Brisbane City,,,,4075,4075,,http://www.olgr.grants.qld.gov.au/
37885436398,Wynnum Softball Association Inc  ,,WYNNUM,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE RIDE ON MOWER WITH CANOPY,No,Brisbane City,,,,3858,3858,,http://www.olgr.grants.qld.gov.au/
50271212684,Wynnum Manly Community Kindergarten Association Incorporated,,WYNNUM,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL 8KW SOLAR SYSTEM,No,Brisbane City,,,,3865,3865,,http://www.olgr.grants.qld.gov.au/
